head,relation,tail,label
Kim_Sung-Hou,countySeat,"Brandenburg,_Kentucky",0
Kim_Sung-Hou,largestCity,"Brandenburg,_Kentucky",0
"Oquawka,_Illinois",largestCity,"Central_City,_Kentucky",0
San_Ena_Oniro,countySeat,"Vanceburg,_Kentucky",0
San_Ena_Oniro,largestCity,"Vanceburg,_Kentucky",0
University_of_Salamanca,countySeat,"Beattyville,_Kentucky",0
"Iruma,_Saitama",largestCity,"Beattyville,_Kentucky",0
2001_Tokyo_Verdy_1969_season,countySeat,"Whitesburg,_Kentucky",0
Alfred_Werner,largestCity,"Baxter_Springs,_Kansas",0
"Millcreek_Township,_Fountain_County,_Indiana",countySeat,"Covington,_Indiana",0
"Dallas_City,_Illinois",largestCity,"Oquawka,_Illinois",0
Sergio_Araujo,countySeat,"Grangeville,_Idaho",0
Georgia's_4th_congressional_district,state,Georgia_(U.S._state),0
"Patterson,_Louisiana",largestCity,"Gonzales,_Louisiana",0
Patrick_White,knownFor,Optics,0
Hubert_R._Harmon,battle,Battle_of_the_Atlantic,0
Regis_Philbin,almaMater,Dartmouth_College,0
SRF_1,pictureFormat,480i,0
Lester_Meléndez,birthPlace,Peru,0
William_Chiroque,deathPlace,Peru,0
Diabolical_Masquerade,genre,Progressive_metal,0
Daniel_Balavoine,bandMember,Jerome_Fontamillas,0
40_Days_and_40_Nights,starring,Helena_Bonham_Carter,0
Bridget_Moynahan,almaMater,Hampshire_College,0
No_Way_Out_(song),producer,Rob_Cavallo,0
Richard_Tee,associatedBand,The_Honeydrippers,0
AC/DC,associatedBand,The_Firm_(rock_band),0
Richard_Tee,associatedMusicalArtist,The_Honeydrippers,0
AC/DC,associatedMusicalArtist,The_Firm_(rock_band),0
Bloom_(Beach_House_album),recordLabel,604_Records,0
Matt_Lukin,recordLabel,Razor_&_Tie,0
$_(film),cinematography,John_A._Alonzo,0
Johnny_English,musicComposer,R.E.M.,0
Abdul_Rahim_Khan,department,Pas-de-Calais,0
Charles_VIII_of_Sweden,parent,Charles_XI_of_Sweden,0
Charles_VIII_of_Sweden,birthPlace,Tre_Kronor_(castle),0
"Ulrika_Eleonora,_Queen_of_Sweden",deathPlace,Tre_Kronor_(castle),0
Escape_to_France,doctoralAdvisor,Gustav_von_Escherich,0
2013–14_Valenciennes_FC_season,isPartOf,"Unorganized_Borough,_Alaska",0
The_Nutcracker_Prince,leaderName,Dennis_Egan,0
Sebastiano_Buzzin,leaderName,Louise_Stutes,0
Ali_Jamal_Rural_District,isPartOf,"Kodiak_Island_Borough,_Alaska",0
JS_Centre_Salif_Keita,leaderName,Donny_Olson,0
Michael_Ashburner,field,Ecology,0
Philipp_Lenard,award,National_Medal_of_Science,0
Till_Deaf_Do_Us_Part,commander,Kaloyan_of_Bulgaria,0
George_Clinton_(musician),formerBandMember,Billy_Bass_Nelson,0
Werner_Sombart,influencedBy,Max_Weber,0
György_Lukács,influenced,Max_Weber,0
Loews_Cineplex_Entertainment,isPartOf,"Benton_County,_Arkansas",0
Beaver_Kill,isPartOf,"Sharp_County,_Arkansas",0
Kelham_O'Hanlon,isPartOf,"Eagle_County,_Colorado",0
Greater_Hartford,isPartOf,Georgia_(U.S._state),0
Mandatory_Palestine,isPartOf,"Idaho_County,_Idaho",0
"Balclutha,_New_Zealand",region,"Henderson_County,_Illinois",0
Chris_Armas,isPartOf,"Kane_County,_Illinois",0
"Wooster,_Ohio",region,"Knox_County,_Illinois",0
"Dell_Rapids,_South_Dakota",isPartOf,"Clinton_County,_Indiana",0
Arthur_Danto,isPartOf,"Harrison_Township,_Clay_County,_Indiana",0
Petar_Jelić,isPartOf,"Fountain_County,_Indiana",0
Capricorn_One,isPartOf,"Howard_County,_Indiana",0
Bleed_for_This,isPartOf,"Dickinson_County,_Iowa",0
Mickey_Finn's_T-Rex,recordLabel,Casablanca_Records,0
Garaj_Mahal,associatedBand,George_Clinton_(musician),0
Garaj_Mahal,associatedMusicalArtist,George_Clinton_(musician),0
Rocky,basedOn,Tom_Wolfe,0
Pierre_Langlais,battle,Western_Allied_invasion_of_Germany,0
Sean_Rickman,associatedBand,Bernie_Worrell,0
Sean_Rickman,associatedMusicalArtist,Bernie_Worrell,0
"Jimmy_Allen_(footballer,_born_1909)",isPartOf,"Johnson_County,_Iowa",0
Marina_Baixa,isPartOf,"Cherokee_County,_Kansas",0
Kavli_Prize,isPartOf,"Osage_County,_Kansas",0
W_Network,isPartOf,"Lee_County,_Kentucky",0
Grenoble_Institute_of_Technology,isPartOf,"Lewis_County,_Kentucky",0
James_G._Blunt,isPartOf,"Letcher_County,_Kentucky",0
Azure_(color),isPartOf,"Meade_County,_Kentucky",0
"LaPlace,_Louisiana",region,"Ascension_Parish,_Louisiana",0
United_States_Department_of_the_Treasury,isPartOf,"Garrett_County,_Maryland",0
Debra_Monk,governmentType,County_council,0
"Salisbury,_Massachusetts",isPartOf,"Bristol_County,_Massachusetts",0
"Clay_County,_Kentucky",isPartOf,"St._Louis_County,_Minnesota",0
53rd_(Shropshire)_Regiment_of_Foot,isPartOf,"Elko_County,_Nevada",0
The_Cribs_(album),type,Borough_(New_Jersey),0
Thou_Art_Lord,headquarter,Rhondda_Cynon_Taf,0
"California_State_University,_Dominguez_Hills",isPartOf,"Roosevelt_County,_New_Mexico",0
"Fulton_County,_New_York",isPartOf,"Columbia_County,_New_York",0
Shaftesbury_Films,isPartOf,"Putnam_County,_New_York",0
"River_Dee,_Galloway",isPartOf,"Wayne_County,_New_York",0
Pierre_Zimmermann_(bridge),isPartOf,"Gaston_County,_North_Carolina",0
"Slinger,_Wisconsin",isPartOf,"Union_County,_North_Carolina",0
Carlos_Larrañaga,isPartOf,Västra_Götaland_County,0
Louise_Lorraine,isPartOf,"Stephens_County,_Oklahoma",0
"South_Yarra,_Victoria",isPartOf,"Texas_County,_Oklahoma",0
2002–03_Celtic_F.C._season,isPartOf,"Douglas_County,_Oregon",0
"Somerset,_Kentucky",isPartOf,"Multnomah_County,_Oregon",0
"Unionville,_Chester_County,_Pennsylvania",type,Township_(Pennsylvania),0
Max_Dehn,doctoralAdvisor,Helmut_Hasse,0
Ibiza_(town),isPartOf,"Allegheny_County,_Pennsylvania",0
Eugene_Saloom,region,"Allegheny_County,_Pennsylvania",0
"Dallas_Township,_Luzerne_County,_Pennsylvania",region,"Chester_County,_Pennsylvania",0
"Portland,_Texas",isPartOf,"Chester_County,_Pennsylvania",0
The_Green_Jacket,isPartOf,Kronoberg_County,0
"Valley_Township,_Chester_County,_Pennsylvania",isPartOf,"Lower_Paxton_Township,_Dauphin_County,_Pennsylvania",0
Opposite_(song),recordedIn,British_Columbia,0
Club_Deportivo_San_José,isPartOf,Pennsylvania's_10th_congressional_district,0
"Darlington_County,_South_Carolina",isPartOf,South_Carolina,0
"Irmo,_South_Carolina",isPartOf,"Darlington_County,_South_Carolina",0
Open_House_(American_Horror_Story),isPartOf,"Minnehaha_County,_South_Dakota",0
Joe_Meek_(footballer),isPartOf,"Ziebach_County,_South_Dakota",0
Cosmin_Vâtcă,isPartOf,"Fayette_County,_Tennessee",0
Assassination_(1987_film),isPartOf,"Haywood_County,_Tennessee",0
Sarbananda_Sonowal,isPartOf,"Obion_County,_Tennessee",0
Miroslav_Kraljević,isPartOf,"Callahan_County,_Texas",0
Winter_Hall,isPartOf,Llano_Estacado,0
Diabolical_Masquerade,isPartOf,"Navarro_County,_Texas",0
Equestrian_at_the_2016_Summer_Olympics,isPartOf,"Prince_Edward_County,_Virginia",0
Bonneville_International,isPartOf,"Lunenburg_County,_Virginia",0
"Chelan,_Washington",isPartOf,"Cowlitz_County,_Washington",0
Wow_(Superbus_album),isPartOf,"Douglas_County,_Wisconsin",0
Pasivadi_Pranam,isPartOf,"Washington_County,_Wisconsin",0
Boy_Deul,restingPlace,Amsterdam,0
Finland,operator,Finavia,0
Tom_Thayer,hubAirport,Auckland_Airport,0
Ed_van_Thijn,occupation,Columnist,0
I_Predict_1990,recordLabel,Fiction_Records,0
Stop!_Or_My_Mom_Will_Shoot,producer,Eric_Fellner,0
Atonement_(film),distributor,Gramercy_Pictures,0
Arrival_(Journey_album),producer,Roy_Thomas_Baker,0
Stone_Cold_Crazy,artist,Journey_(band),0
Budești,country,Syria,0
Ruff_Ryders_Entertainment,recordLabel,Mpire_Music_Group,0
Lil'_Flip,associatedBand,DMX_(rapper),0
Rich_Kidd,associatedBand,Memphis_Bleek,0
Lil'_Flip,associatedMusicalArtist,DMX_(rapper),0
Rich_Kidd,associatedMusicalArtist,Memphis_Bleek,0
Baakleen,timeZone,Egypt_Standard_Time,0
Heroes_for_Sale_(film),starring,Edgar_Buchanan,0
It_Happens_Every_Thursday,starring,Ann_Doran,0
Kirk_Kelly,hubAirport,Toronto_Pearson_International_Airport,0
Star_Wars_(soundtrack),starring,Teri_Garr,0
BBC_Red_Button,owner,BBC,0
Living_TV_Group,owner,Sky_plc,0
MTV8,owningCompany,Sky_plc,0
Donner_und_Blitzen_River,restingPlace,"Port_Hope,_Ontario",0
Splitting_Heirs,musicComposer,Hans_J._Salter,0
Work_Bitch,bandMember,Jimmy_Eat_World,0
Hank_Crawford,relative,Erma_Franklin,0
Brett_Wigdortz,birthPlace,North_London,0
Random_House,birthPlace,Grand_Duchy_of_Moscow,0
Random_House,deathPlace,Grand_Duchy_of_Moscow,0
Fortran,developer,Michigan_Terminal_System,0
Gmina_Włoszakowice,programmingLanguage,Fortran,0
Fortran,programmingLanguage,Michigan_Terminal_System,0
Carl_Stokes,occupation,Racket_(crime),0
Joachim_Murat,birthPlace,Kingdom_of_Naples,0
"Joseph_Addabbo,_Jr.",city,Lienz,0
Peter_Jeffrey,phylum,Euglenozoa,0
Johnny_Clegg,family,Euglena,0
Cheltenham_College,successor,Frederick_VI_of_Denmark,0
"Ware_Shoals,_South_Carolina",isPartOf,"Lexington_County,_South_Carolina",0
"Irmo,_South_Carolina",isPartOf,"Greenwood_County,_South_Carolina",0
"Irmo,_South_Carolina",isPartOf,"Abbeville_County,_South_Carolina",0
U.S._Route_43,isPartOf,"Jones_County,_Texas",0
Juliet_(Modern_Talking_song),isPartOf,"Ward_County,_Texas",0
"Valley_Township,_Chester_County,_Pennsylvania",isPartOf,"Nueces_County,_Texas",0
Just_a_Little_Bit_(Mutya_Buena_song),producer,Phil_Thornalley,0
Gilda_Radner,predecessor,Gilbert_Hitchcock,0
Mel_Sembler,almaMater,"New_College,_Oxford",0
Edith_González,starring,Caroline_Lagerfelt,0
Racing_de_Santander,languageFamily,Upper_German,0
Philippe_Pétain,successor,Albert_François_Lebrun,0
José_Rondeau,birthPlace,Montevideo,0
Giuseppe_Ungaretti,influenced,Tristan_Tzara,0
John_Paul_Tremblay,deathPlace,"Halifax,_Nova_Scotia",0
Roman_Herzog,occupation,Invention,0
"Craig,_Alaska",isPartOf,"Argyle,_Nova_Scotia",0
World_Cup_USA_'94,genre,Action_game,0
Yestergroovin,recordLabel,Crown_Records,0
The_Arrival_(The_Twilight_Zone),guest,Charles_Bronson,0
Mohamed_Borji,subsequentWork,The_Arrival_(The_Twilight_Zone),0
Berke_Hatipoğlu,previousWork,Two_(The_Twilight_Zone),0
Giora_Spiegel,bandMember,Super_Furry_Animals,0
Miguel_Albuquerque,deathPlace,Funchal,0
Miguel_Albuquerque,restingPlace,Funchal,0
Home_at_Seven_(film),starring,Shelley_Duvall,0
The_4th_Floor_(1999_film),starring,Ralph_Richardson,0
The_4th_Floor_(1999_film),musicComposer,Michael_Moran_(music_producer),0
The_Who_at_Kilburn:_1977,producer,Kit_Lambert,0
Sorrow_(The_McCoys_song),producer,Glyn_Johns,0
Derrick_C._Brown,influencedBy,Dylan_Thomas,0
Derrick_C._Brown,influenced,Anne_Sexton,0
Fulham,capital,London,0
Esmerine,bandMember,Efrim_Menuck,0
Efrim_Menuck,associatedBand,Esmerine,0
Efrim_Menuck,associatedMusicalArtist,Esmerine,0
Matt_Lukin,recordLabel,Eleven_Seven_Music,0
Özdemiroğlu_Osman_Pasha,birthPlace,Iran,0
Masoud_Alimohammadi,nationality,Iran,0
Shahin_&_Sepehr,knownFor,Iran,0
AXN_White,leader,Hazen_Argue,0
101st_Airborne_Division,battle,Battle_of_Saint-Mihiel,0
"Togo_D._West,_Jr.",award,Distinguished_Service_Cross_(United_States),0
Great_Turkish_War,isPartOf,Cagayan_Valley,0
List_of_members_of_the_Clash,deathPlace,"Broomfield,_Somerset",0
List_of_members_of_the_Clash,associatedBand,The_Latino_Rockabilly_War,0
List_of_members_of_the_Clash,associatedMusicalArtist,The_Latino_Rockabilly_War,0
Angel_(band),associatedBand,Bad_English,0
Angel_(band),associatedMusicalArtist,Bad_English,0
Shake_Hands_with_the_Devil_(1959_film),writer,Isobel_Lennart,0
It_Happened_in_Brooklyn,starring,James_Cagney,0
Power_Trip_(song),genre,Gangsta_rap,0
Ivan_Izquierdo,starring,Jane_Fonda,0
The_Honeydrippers,associatedBand,Jimmy_Page,0
The_Honeydrippers,associatedMusicalArtist,Jimmy_Page,0
John_Udal,birthPlace,"Broughton,_Salford",0
Journey_(band),formerBandMember,Ricky_Phillips,0
Ricky_Phillips,associatedBand,Journey_(band),0
Ricky_Phillips,associatedMusicalArtist,Journey_(band),0
WWF_Raw_(video_game),team,FC_Gold_Pride,0
Franjo_Gregurić,president,Milan_Kučan,0
R._Tyrrell_Rockafellar,spouse,Rebecca_Romijn,0
Miracle_in_Milan,editing,Ray_Lovejoy,0
How_Green_Was_My_Valley_(film),distributor,The_Criterion_Collection,0
Dragutin_Ristić,formerBandMember,Jim_Reese_(musician),0
Dorothy_Hodgkin,birthPlace,Warwickshire,0
The_Great_Mr._Handel,starring,John_Lurie,0
Saxobeats,musicComposer,John_Lurie,0
Reaper's_Gale,cinematography,Tom_DiCillo,0
Jesús_Padilla_Gálvez,birthPlace,Mandatory_Palestine,0
Barrington_Dacres,executiveProducer,Nicola_Shindler,0
John_A._Davis,producer,Shigeru_Miyamoto,0
Metroid_Prime,genre,Content_management_system,0
Cooking_Mama,genre,Community,0
Castilian_people,populationPlace,South_Africa,0
Warchest,formerBandMember,Wendy_O._Williams,0
Stephen_Hague,deathPlace,"East_Troy,_Wisconsin",0
Eddie_Money,formerBandMember,Ronnie_Spector,0
Neil_Harvey_(footballer),birthPlace,Fulham,0
Anna_Massey,spouse,John_Osborne,0
All-Stars_(band),associatedBand,Mick_Jagger,0
Kat_Nestel,associatedBand,Nicky_Romero,0
All-Stars_(band),associatedMusicalArtist,Mick_Jagger,0
Kat_Nestel,associatedMusicalArtist,Nicky_Romero,0
Countdown_to_Extinction,recordedIn,Sweet_Silence_Studios,0
Etta_James,bandMember,Ziggy_Modeliste,0
Remote_Control_/_Three_MC's_and_One_DJ,recordLabel,ABC_Records,0
Plasmatics,associatedBand,Steppenwolf_(band),0
Plasmatics,associatedMusicalArtist,Steppenwolf_(band),0
Mpire_Music_Group,recordLabel,Ruff_Ryders_Entertainment,0
Mpire_Music_Group,associatedBand,Ruff_Ryders_Entertainment,0
Mr._Capone-E,associatedBand,Nas,0
Mr._Capone-E,associatedBand,Ja_Rule,0
Memphis_Bleek,associatedBand,Eminem,0
Mpire_Music_Group,associatedMusicalArtist,Ruff_Ryders_Entertainment,0
Mr._Capone-E,associatedMusicalArtist,Nas,0
Mr._Capone-E,associatedMusicalArtist,Ja_Rule,0
Memphis_Bleek,associatedMusicalArtist,Eminem,0
Tartu_County,editing,Bud_S._Smith,0
The_Dukes_of_September,associatedBand,Rufus_(band),0
Hawk_Wolinski,associatedMusicalArtist,The_Doobie_Brothers,0
The_Dukes_of_September,associatedMusicalArtist,Rufus_(band),0
Grigore_Constantinescu,occupation,Writer,0
Robert_G._Pugh,hometown,Louisiana,0
Edward_Waring,birthPlace,Market_Drayton,0
Christopher_Flynn,deathPlace,Berkeley_Square,0
"William_Cowper,_1st_Earl_Cowper",nationality,Kingdom_of_Great_Britain,0
Christopher_Flynn,country,Kingdom_of_Great_Britain,0
Christopher_Flynn,militaryUnit,East_India_Company,0
NBCUniversal,foundedBy,Pat_Powers_(businessman),0
WKAQ-TV,parentCompany,NBCUniversal,0
John_Osborne,spouse,Anna_Massey,0
Strikers_1945,stylisticOrigin,Noise_pop,0
Brewster_McCloud,writer,Wesley_Strick,0
Dalida,associatedBand,Ennio_Morricone,0
Dalida,associatedMusicalArtist,Ennio_Morricone,0
Michael_Franks_(musician),bandMember,Dez_Fafara,0
Franz_Seldte,formerBandMember,Jason_Pierce,0
Steve_Brodie_(actor),deathPlace,"Woodland_Hills,_Los_Angeles",0
The_Cabinet_of_Caligari,starring,Louise_Dresser,0
"Carrollton,_Mississippi",city,"Marlborough,_Wiltshire",0
"West_Covina,_California",starring,Karen_Black,0
Brian_McBride_(musician),formerBandMember,Fuel_(band),0
Moncton,birthPlace,County_Durham,0
Carlton_Mellick_III,deathPlace,"Phoenix,_Arizona",0
Movin'_On_(TV_series),director,Samuel_Fuller,0
Movin'_On_(TV_series),writer,Samuel_Fuller,0
Marty_Feier,associatedBand,Robert_Gordon_(musician),0
Tenzin_(The_Legend_of_Korra),creator,Gary_David_Goldberg,0
Tenzin_(The_Legend_of_Korra),starring,Michael_J._Fox,0
Olympique_Noisy-le-Sec,predecessor,"William_Monsell,_1st_Baron_Emly",0
The_Nativity_Story,narrator,Keisha_Castle-Hughes,0
Keisha_Castle-Hughes,starring,Whale_Rider,0
Bosco_Mann,associatedBand,Bix_Beiderbecke,0
Multiple_rocket_launcher,product,Adobe_Flash,0
McFadden_&_Whitehead,associatedBand,LeVert,0
McFadden_&_Whitehead,associatedMusicalArtist,LeVert,0
Yasunari_Kawabata,ethnicity,Parsi,0
Home_at_Seven_(film),related,Alsace,0
Maurice_J._Sullivan,birthPlace,"Reno,_Nevada",0
Ricky_Waddell,composer,John_Beal_(composer),0
Jonathan_Bennett_(actor),commander,Mikhail_Kutuzov,0
Battle_of_Dürenstein,commander,Charles_IV_of_Spain,0
Battle_of_Dürenstein,commander,Joachim_Murat,0
Don_Gant,type,List_of_cities_in_Saskatchewan,0
A_Delicate_Balance_(film),starring,Sarah_Alexander,0
Blair_Tennent,party,New_Zealand_Labour_Party,0
Bob_Tizard,religion,Rationalism,0
John_Berryman,influenced,Hart_Crane,0
Brian_Charlton,capital,Ōtsu,0
Fortuna_Hjørring,starring,Don_Sharp,0
The_Blues_Band,instrument,Ludwig_Drums,0
University_of_Kiel,affiliation,German_Universities_Excellence_Initiative,0
Reginald_Edward_Stubbs,department,Hautes-Pyrénées,0
White_of_the_Eye_(film),starring,Charles_Bronson,0
Urmia,capital,Tabriz,0
Sinai_insurgency,commander,"Norman_Schwarzkopf,_Jr.",0
Not_This_Year,foundedBy,Federal_government_of_Brazil,0
Bromst,founder,Columba,0
Dublin_North_(Dáil_Éireann_constituency),isPartOf,Dublin_(European_Parliament_constituency),0
Dublin_(European_Parliament_constituency),isPartOf,Dublin_North_(Dáil_Éireann_constituency),0
Geeta_Bali,award,Croix_de_guerre_1914–1918_(France),0
Clifford_Coffin,occupation,Eastern_Air_Lines,0
Barbara_Lawrence,birthPlace,"Barstow,_California",0
Ben_Everson,region,New_York's_9th_congressional_district,0
Bristol,country,Warwickshire,0
England_national_football_team,format,Tabloid_(newspaper_format),0
Toronto_Sun,type,Alternative_newspaper,0
José_Luis_Tejada_Sorzano,field,Ethnomusicology,0
Genetics,associatedBand,The_Imagined_Village,0
Genetics,associatedMusicalArtist,The_Imagined_Village,0
Heikki_Kovalainen,influencedBy,Albert_Einstein,0
Gunnar_Nordström,influenced,John_Stewart_Bell,0
1971_World_Championship_Victory_Race,parent,Christian_VII_of_Denmark,0
Telling_Everybody,populationPlace,Peru,0
Organization_for_Security_and_Co-operation_in_Europe,language,Japanese_language,0
Bengal_Tiger_(1936_film),starring,Rory_Calhoun,0
Rigoberta_Menchú,league,Campeonato_Mineiro,0
Kurt_Kuhlmey,position,Campeonato_Mineiro,0
Boadu_Maxwell_Acosty,parentCompany,Irkut_Corporation,0
Juice_(Juice_Newton_album),distributingLabel,Capitol_Records,0
Juice_(Juice_Newton_album),distributingCompany,Capitol_Records,0
"Virac,_Catanduanes",isPartOf,"Kent_County,_Rhode_Island",0
Congo_Bongo,computingPlatform,Atari_Lynx,0
Georg_Elias_Müller,chancellor,Angela_Merkel,0
Borlänge,isPartOf,Värmland_County,0
Waco_Wizards,award,Princess_of_Asturias_Awards,0
Krasimir_Stanoev,relative,Paul_Atreides,0
Joaquim_de_Sousa_Andrade,nationality,Scottish_people,0
Komitas,party,Democratic_Republican_Alliance,0
LaPorte_CPAs_and_Business_Advisors,location,Louisiana,0
Memphis_Beat,nearestCity,"Metairie,_Louisiana",0
Memphis_Beat,nearestCity,"Mandeville,_Louisiana",0
Coptic_diaspora,populationPlace,Latin_America,0
"Tivoli,_Lazio",restingPlace,"Theatine_Church,_Munich",0
Gut_Check_(NCIS),parent,"Prince_Ferdinando,_Duke_of_Genoa_(1822–1855)",0
Voyage_of_the_Damned,isPartOf,Petén_Department,0
Nizhal_Nijamagiradhu,affiliation,Association_of_Independent_Technological_Universities,0
Eric_Lichaj,team,Celtic_F.C.,0
Bruce_Buck,managerClub,Sunderland_A.F.C.,0
Munsee_language,previousWork,The_Winter_Album_(NSYNC_album),0
Terence_De_Marney,parent,"Charles_Lennox,_2nd_Duke_of_Richmond",0
Ronald_E._Neumann,country,South_Korea,0
Roman_Buess,deathPlace,Basel,0
Gilbert_Ryle,influenced,"Georges-Louis_Leclerc,_Comte_de_Buffon",0
René_Descartes,influenced,Denis_Diderot,0
Blood_on_Blood,producer,Beau_Hill,0
The_Collected_Recordings_–_Sixties_to_Nineties,producer,John_S._Carter,0
I_Don't_Wanna_Lose_You,artist,Tina_Turner,0
DNA_(Little_Mix_album),producer,Bob_Ezrin,0
Beth_(song),artist,Alice_Cooper_(band),0
Got_Me_Wrong,artist,Alice_in_Chains,0
Phoenix_Solar,location,Germany,0
Swallow_My_Pride,recordedIn,"Olympia,_Washington",0
Kurt_Chill,birthPlace,Germany,0
Helen_Mirren,birthPlace,Horsforth,0
Stefan_Brogren,hubAirport,"Oslo_Airport,_Gardermoen",0
Anas,order,Fowl,0
1980_Spanish_Grand_Prix,isPartOf,"Southold_(town),_New_York",0
John_Currier,award,Defense_Superior_Service_Medal,0
Gregg_A._Sturdevant,award,Expert_Infantryman_Badge,0
Arthur_Leonard_Schawlow,knownFor,Helicopter,0
Gunma_Prefecture,isPartOf,Kantō_region,0
Nikolai_Tolstoy,profession,Priest,0
The_Bitch_(film),profession,Writer,0
Edward_Heffron,award,American_Campaign_Medal,0
Beauford_T._Anderson,award,European-African-Middle_Eastern_Campaign_Medal,0
Edward_Heffron,award,World_War_II_Victory_Medal_(United_States),0
Brian_Godding,bandMember,Trevor_Steel,0
James_L._Buckley,successor,Bob_Packwood,0
James_Beckwourth,religion,Catholicism,0
Jennifer_Lash,deathPlace,Chichester,0
Tillman_Thomas,ground,Sierra_Leone,0
Amsterdam,city,Newcastle_upon_Tyne,0
Bejaratana_Rajasuda,birthPlace,Phra_Nakhon_Si_Ayutthaya_(city),0
Bejaratana_Rajasuda,deathPlace,Grand_Palace,0
University_of_Michigan,isPartOfMilitaryConflict,War_of_1812,0
University_of_Kentucky,party,Anti-Administration_party,0
Charley_Hearn,occupation,ExxonMobil,0
56th_Pennsylvania_Infantry,battle,Third_Battle_of_Petersburg,0
Home_Alone_2:_Lost_in_New_York,monarch,Henry_II_of_England,0
House_on_Haunted_Hill,family,Cisticolidae,0
Jeff_Denham,battle,Operation_Herrick,0
Shakaar,product,Stock_exchange,0
Orville_(horse),country,Buckinghamshire,0
Keri_Kelli,associatedBand,Ozzy_Osbourne,0
Keri_Kelli,associatedMusicalArtist,Ozzy_Osbourne,0
Ozzy_Osbourne,associatedMusicalArtist,Pride_and_Glory_(band),0
Gustavo_Cerati,writer,William_Inge,0
RMIT_University,chancellor,Kevin_Scarce,0
Chet_Culver,almaMater,University_of_Illinois_at_Urbana–Champaign,0
